Event_ID,Event_Name,Event_Date,Event_Type,Campaign_ID,Attributed_Sales,Marketing_Spend
EVT000173,Shopee Voucher Blast 2023-06,2023-06-24,Shopee_Ads_Campaign,CAM00173,6005.68,1629.87
EVT002124,Shopee Daily Deals 2023-06,2023-06-27,Shopee_Ads_Campaign,CAM02124,1864.29,424.07
EVT000641,Google Shopping Promo 2023-06,2023-06-27,Google_Ads_Campaign,CAM00641,4645.41,1962.06
EVT001428,Lazada Payday Deals 2023-06,2023-06-28,Lazada_Ads_Campaign,CAM01428,2053.15,649.13
EVT001030,FBIG Awareness Burst 2023-06,2023-06-28,FB_IG_Campaign,CAM01030,945.27,796.56
EVT001074,Shopee Daily Deals 2023-06,2023-06-29,Shopee_Ads_Campaign,CAM01074,9505.6,2022.13
EVT001479,Google Brand Campaign 2023-06,2023-06-30,Google_Ads_Campaign,CAM01479,5904.21,2014.75
EVT002150,New Product Teaser 2023-06,2023-06-30,Email_Promo,CAM02150,2192.15,351.07
EVT000408,Lazada Brand Mega 2023-06,2023-06-30,Lazada_Ads_Campaign,CAM00408,5029.62,994.36
EVT001400,VIP Loyalty Drop 2023-06,2023-06-30,Email_Promo,CAM01400,552.21,116.68
EVT001269,Shopee Payday Sale 2023-07,2023-07-01,Shopee_Ads_Campaign,CAM01269,2439.91,681.1
EVT000550,Shopee Daily Deals 2023-07,2023-07-01,Shopee_Ads_Campaign,CAM00550,3731.4,935.34
EVT000619,FBIG Awareness Burst 2023-07,2023-07-01,FB_IG_Campaign,CAM00619,575.03,467.4
EVT000782,FB Carousel Promo 2023-07,2023-07-02,FB_IG_Campaign,CAM00782,939.64,974.33
EVT000675,VIP Loyalty Drop 2023-07,2023-07-02,Email_Promo,CAM00675,2592.56,329.04
EVT001973,Shopee Daily Deals 2023-07,2023-07-02,Shopee_Ads_Campaign,CAM01973,6191.44,1560.75
EVT000858,IG Story Promo 2023-07,2023-07-03,FB_IG_Campaign,CAM00858,1318.28,1248.04
EVT001259,Google Search Prospecting 2023-07,2023-07-04,Google_Ads_Campaign,CAM01259,4734.7,1847.04
EVT000854,Lazada Payday Deals 2023-07,2023-07-05,Lazada_Ads_Campaign,CAM00854,3446.81,957.23
EVT001782,Shopee Voucher Blast 2023-07,2023-07-06,Shopee_Ads_Campaign,CAM01782,4536.85,973.1
EVT001253,New Product Teaser 2023-07,2023-07-06,Email_Promo,CAM01253,643.55,157.19
EVT001812,VIP Loyalty Drop 2023-07,2023-07-07,Email_Promo,CAM01812,1003.11,194.86
EVT001337,Shopee Payday Sale 2023-07,2023-07-09,Shopee_Ads_Campaign,CAM01337,2247.79,455.2
EVT000191,Shopee Payday Sale 2023-07,2023-07-11,Shopee_Ads_Campaign,CAM00191,5848.7,1396.37
EVT001866,Lazada Flash Sale 2023-07,2023-07-12,Lazada_Ads_Campaign,CAM01866,4085.78,1317.22
EVT000614,Shopee Voucher Blast 2023-07,2023-07-13,Shopee_Ads_Campaign,CAM00614,8733.57,2107.56
EVT001689,Google Shopping Promo 2023-07,2023-07-13,Google_Ads_Campaign,CAM01689,4721.03,1530.73
EVT001254,FB Carousel Promo 2023-07,2023-07-13,FB_IG_Campaign,CAM01254,777.74,908.19
EVT000886,IG Story Promo 2023-07,2023-07-13,FB_IG_Campaign,CAM00886,1159.47,1095.98
EVT001858,FBIG Awareness Burst 2023-07,2023-07-14,FB_IG_Campaign,CAM01858,1093.19,1291.63
EVT001226,Lazada Payday Deals 2023-07,2023-07-14,Lazada_Ads_Campaign,CAM01226,4332.19,789.52
EVT001186,FBIG Awareness Burst 2023-07,2023-07-16,FB_IG_Campaign,CAM01186,519.2,504.28
EVT000548,FB Carousel Promo 2023-07,2023-07-17,FB_IG_Campaign,CAM00548,483.54,448.71
EVT001595,VIP Loyalty Drop 2023-07,2023-07-17,Email_Promo,CAM01595,1664.07,231.52
EVT000455,Shopee Voucher Blast 2023-07,2023-07-17,Shopee_Ads_Campaign,CAM00455,7515.11,2177.16
EVT001855,Google Shopping Promo 2023-07,2023-07-18,Google_Ads_Campaign,CAM01855,3357.37,1607.64
EVT001078,Shopee Payday Sale 2023-07,2023-07-19,Shopee_Ads_Campaign,CAM01078,4494.59,1138.05
EVT000922,FBIG Awareness Burst 2023-07,2023-07-20,FB_IG_Campaign,CAM00922,607.81,618.09
EVT001850,CRM Winback 2023-07,2023-07-21,Email_Promo,CAM01850,1373.47,304.71
EVT001964,FBIG Awareness Burst 2023-07,2023-07-21,FB_IG_Campaign,CAM01964,565.34,485.42
EVT001196,Shopee Daily Deals 2023-07,2023-07-23,Shopee_Ads_Campaign,CAM01196,7134.18,1575.51
EVT000967,Lazada Payday Deals 2023-07,2023-07-26,Lazada_Ads_Campaign,CAM00967,1569.16,437.42
EVT001618,Shopee Payday Sale 2023-07,2023-07-26,Shopee_Ads_Campaign,CAM01618,3718.79,1003.78
EVT000541,Google Brand Campaign 2023-07,2023-07-26,Google_Ads_Campaign,CAM00541,3752.37,1233.16
EVT001708,FBIG Awareness Burst 2023-07,2023-07-27,FB_IG_Campaign,CAM01708,399.63,492.87
EVT002036,Shopee Voucher Blast 2023-07,2023-07-27,Shopee_Ads_Campaign,CAM02036,4454.16,795.02
EVT001677,IG Story Promo 2023-07,2023-07-27,FB_IG_Campaign,CAM01677,302.51,344.22
EVT002066,Google Brand Campaign 2023-07,2023-07-28,Google_Ads_Campaign,CAM02066,6921.86,2484.54
EVT000025,CRM Winback 2023-07,2023-07-30,Email_Promo,CAM00025,2215.2,322.56
EVT000938,Shopee Daily Deals 2023-08,2023-08-01,Shopee_Ads_Campaign,CAM00938,7739.19,1957.33
EVT001354,Shopee Daily Deals 2023-08,2023-08-01,Shopee_Ads_Campaign,CAM01354,3477.43,831.66
EVT001876,FBIG Awareness Burst 2023-08,2023-08-01,FB_IG_Campaign,CAM01876,1002.81,1137.72
EVT001506,IG Story Promo 2023-08,2023-08-01,FB_IG_Campaign,CAM01506,625.02,772.86
EVT000429,Google Shopping Promo 2023-08,2023-08-02,Google_Ads_Campaign,CAM00429,4977.54,1594.57
EVT001115,Shopee Voucher Blast 2023-08,2023-08-02,Shopee_Ads_Campaign,CAM01115,4635.54,1265.63
EVT001999,IG Story Promo 2023-08,2023-08-03,FB_IG_Campaign,CAM01999,691.25,771.04
EVT001641,Shopee Voucher Blast 2023-08,2023-08-04,Shopee_Ads_Campaign,CAM01641,6933.56,1286.87
EVT000257,Lazada Brand Mega 2023-08,2023-08-04,Lazada_Ads_Campaign,CAM00257,5317.58,1594.22
EVT000648,Google Search Prospecting 2023-08,2023-08-04,Google_Ads_Campaign,CAM00648,2113.31,591.32
EVT000279,Shopee Payday Sale 2023-08,2023-08-04,Shopee_Ads_Campaign,CAM00279,4535.33,966.55
EVT001512,FB Carousel Promo 2023-08,2023-08-06,FB_IG_Campaign,CAM01512,655.9,813.5
EVT000711,FB Carousel Promo 2023-08,2023-08-06,FB_IG_Campaign,CAM00711,674.83,698.85
EVT000866,FBIG Awareness Burst 2023-08,2023-08-06,FB_IG_Campaign,CAM00866,523.96,547.96
EVT001473,Shopee Voucher Blast 2023-08,2023-08-06,Shopee_Ads_Campaign,CAM01473,7702.19,1744.11
EVT000355,FBIG Awareness Burst 2023-08,2023-08-06,FB_IG_Campaign,CAM00355,786.49,826.59
EVT001976,Google Search Prospecting 2023-08,2023-08-06,Google_Ads_Campaign,CAM01976,9557.83,2484.26
EVT001059,New Product Teaser 2023-08,2023-08-06,Email_Promo,CAM01059,1805.31,371.44
EVT000562,Shopee Payday Sale 2023-08,2023-08-06,Shopee_Ads_Campaign,CAM00562,9930.15,1971.38
EVT001491,VIP Loyalty Drop 2023-08,2023-08-07,Email_Promo,CAM01491,1246.59,296.62
EVT000378,Google Search Prospecting 2023-08,2023-08-07,Google_Ads_Campaign,CAM00378,2993.76,770.08
EVT000734,Lazada Brand Mega 2023-08,2023-08-07,Lazada_Ads_Campaign,CAM00734,8992.55,1767.87
EVT001593,Lazada Brand Mega 2023-08,2023-08-07,Lazada_Ads_Campaign,CAM01593,4742.63,970.34
EVT001994,Shopee Payday Sale 2023-08,2023-08-07,Shopee_Ads_Campaign,CAM01994,5372.5,1003.29
EVT000434,FBIG Awareness Burst 2023-08,2023-08-08,FB_IG_Campaign,CAM00434,399.17,365.92
EVT000152,Lazada Brand Mega 2023-08,2023-08-08,Lazada_Ads_Campaign,CAM00152,2400.7,737.67
EVT000759,FB Carousel Promo 2023-08,2023-08-08,FB_IG_Campaign,CAM00759,581.36,591.21
EVT001647,IG Story Promo 2023-08,2023-08-08,FB_IG_Campaign,CAM01647,500.44,556.62
EVT001536,Lazada Flash Sale 2023-08,2023-08-08,Lazada_Ads_Campaign,CAM01536,7804.27,1440.3
EVT000829,FB Carousel Promo 2023-08,2023-08-09,FB_IG_Campaign,CAM00829,1136.05,1279.0
EVT001672,Google Brand Campaign 2023-08,2023-08-09,Google_Ads_Campaign,CAM01672,3481.23,923.09
EVT001218,Google Brand Campaign 2023-08,2023-08-10,Google_Ads_Campaign,CAM01218,2185.24,584.68
EVT000206,FB Carousel Promo 2023-08,2023-08-11,FB_IG_Campaign,CAM00206,554.82,522.92
EVT000137,Lazada Flash Sale 2023-08,2023-08-11,Lazada_Ads_Campaign,CAM00137,9160.64,1540.79
EVT000486,IG Story Promo 2023-08,2023-08-12,FB_IG_Campaign,CAM00486,748.76,754.35
EVT002053,VIP Loyalty Drop 2023-08,2023-08-13,Email_Promo,CAM02053,339.21,61.16
EVT000229,FB Carousel Promo 2023-08,2023-08-13,FB_IG_Campaign,CAM00229,734.76,849.91
EVT000037,Shopee Daily Deals 2023-08,2023-08-14,Shopee_Ads_Campaign,CAM00037,9065.68,1708.59
EVT001211,Google Shopping Promo 2023-08,2023-08-14,Google_Ads_Campaign,CAM01211,2698.85,1001.83
EVT002157,Shopee Voucher Blast 2023-08,2023-08-15,Shopee_Ads_Campaign,CAM02157,5043.96,1347.87
EVT000971,Lazada Flash Sale 2023-08,2023-08-15,Lazada_Ads_Campaign,CAM00971,7413.49,1634.56
EVT001404,Google Shopping Promo 2023-08,2023-08-15,Google_Ads_Campaign,CAM01404,2014.55,694.06
EVT000162,Shopee Payday Sale 2023-08,2023-08-15,Shopee_Ads_Campaign,CAM00162,9769.38,1825.55
EVT001857,Google Brand Campaign 2023-08,2023-08-16,Google_Ads_Campaign,CAM01857,5414.68,1709.65
EVT000053,CRM Winback 2023-08,2023-08-18,Email_Promo,CAM00053,365.16,58.7
EVT000461,FB Carousel Promo 2023-08,2023-08-18,FB_IG_Campaign,CAM00461,835.24,829.29
EVT000425,Google Search Prospecting 2023-08,2023-08-19,Google_Ads_Campaign,CAM00425,3246.35,1025.74
EVT000770,Lazada Brand Mega 2023-08,2023-08-19,Lazada_Ads_Campaign,CAM00770,9622.63,2060.3
EVT001023,Shopee Daily Deals 2023-08,2023-08-20,Shopee_Ads_Campaign,CAM01023,7465.71,1344.86
EVT001117,FB Carousel Promo 2023-08,2023-08-20,FB_IG_Campaign,CAM01117,1564.05,1354.06
EVT001340,FB Carousel Promo 2023-08,2023-08-21,FB_IG_Campaign,CAM01340,429.01,485.96
EVT001384,IG Story Promo 2023-08,2023-08-21,FB_IG_Campaign,CAM01384,1157.14,1402.3
EVT001416,FB Carousel Promo 2023-08,2023-08-22,FB_IG_Campaign,CAM01416,1073.47,1315.26
EVT001608,VIP Loyalty Drop 2023-08,2023-08-23,Email_Promo,CAM01608,697.88,127.43
EVT001144,Shopee Voucher Blast 2023-08,2023-08-23,Shopee_Ads_Campaign,CAM01144,6128.44,1276.08
EVT001299,IG Story Promo 2023-08,2023-08-23,FB_IG_Campaign,CAM01299,1694.33,1380.82
EVT000348,Shopee Daily Deals 2023-08,2023-08-23,Shopee_Ads_Campaign,CAM00348,10505.65,1989.09
EVT000524,VIP Loyalty Drop 2023-08,2023-08-24,Email_Promo,CAM00524,1918.84,297.86
EVT001190,IG Story Promo 2023-08,2023-08-24,FB_IG_Campaign,CAM01190,456.85,422.84
EVT001109,IG Story Promo 2023-08,2023-08-25,FB_IG_Campaign,CAM01109,928.81,831.03
EVT000019,Shopee Daily Deals 2023-08,2023-08-25,Shopee_Ads_Campaign,CAM00019,7506.61,1402.66
EVT001164,FBIG Awareness Burst 2023-08,2023-08-26,FB_IG_Campaign,CAM01164,1257.95,1037.28
EVT000209,Lazada Payday Deals 2023-08,2023-08-26,Lazada_Ads_Campaign,CAM00209,11284.8,1978.08
EVT001455,Lazada Payday Deals 2023-08,2023-08-27,Lazada_Ads_Campaign,CAM01455,4057.13,924.5
EVT000214,Google Search Prospecting 2023-08,2023-08-27,Google_Ads_Campaign,CAM00214,4610.22,1309.71
EVT000154,Google Shopping Promo 2023-08,2023-08-28,Google_Ads_Campaign,CAM00154,2436.77,773.64
EVT000513,IG Story Promo 2023-08,2023-08-28,FB_IG_Campaign,CAM00513,688.64,742.65
EVT002050,FBIG Awareness Burst 2023-08,2023-08-29,FB_IG_Campaign,CAM02050,425.66,337.98
EVT000842,FBIG Awareness Burst 2023-08,2023-08-30,FB_IG_Campaign,CAM00842,334.68,329.73
EVT001029,Google Shopping Promo 2023-08,2023-08-31,Google_Ads_Campaign,CAM01029,3868.71,1097.08
EVT000052,Shopee Voucher Blast 2023-09,2023-09-01,Shopee_Ads_Campaign,CAM00052,9346.86,1593.16
EVT001490,IG Story Promo 2023-09,2023-09-02,FB_IG_Campaign,CAM01490,770.68,915.51
EVT001267,Google Shopping Promo 2023-09,2023-09-02,Google_Ads_Campaign,CAM01267,4231.0,1840.73
EVT001012,IG Story Promo 2023-09,2023-09-02,FB_IG_Campaign,CAM01012,839.55,677.63
EVT000235,New Product Teaser 2023-09,2023-09-02,Email_Promo,CAM00235,1239.35,178.22
EVT001968,New Product Teaser 2023-09,2023-09-02,Email_Promo,CAM01968,1446.23,193.9
EVT000716,IG Story Promo 2023-09,2023-09-03,FB_IG_Campaign,CAM00716,1243.77,1495.22
EVT001650,FBIG Awareness Burst 2023-09,2023-09-03,FB_IG_Campaign,CAM01650,529.11,536.12
EVT000310,Lazada Flash Sale 2023-09,2023-09-03,Lazada_Ads_Campaign,CAM00310,2021.37,443.15
EVT000017,FBIG Awareness Burst 2023-09,2023-09-04,FB_IG_Campaign,CAM00017,747.66,824.06
EVT000211,Shopee Payday Sale 2023-09,2023-09-04,Shopee_Ads_Campaign,CAM00211,3181.56,574.56
EVT001838,Lazada Brand Mega 2023-09,2023-09-04,Lazada_Ads_Campaign,CAM01838,9816.21,1987.51
EVT001953,IG Story Promo 2023-09,2023-09-04,FB_IG_Campaign,CAM01953,1237.98,1340.52
EVT002109,Google Brand Campaign 2023-09,2023-09-05,Google_Ads_Campaign,CAM02109,6673.87,1866.56
EVT002174,FBIG Awareness Burst 2023-09,2023-09-05,FB_IG_Campaign,CAM02174,1558.82,1399.59
EVT000813,Lazada Flash Sale 2023-09,2023-09-06,Lazada_Ads_Campaign,CAM00813,2559.77,652.81
EVT001206,Shopee Voucher Blast 2023-09,2023-09-06,Shopee_Ads_Campaign,CAM01206,4335.43,997.78
EVT000525,Google Shopping Promo 2023-09,2023-09-07,Google_Ads_Campaign,CAM00525,2001.75,579.05
EVT001925,Google Brand Campaign 2023-09,2023-09-07,Google_Ads_Campaign,CAM01925,4940.76,1325.51
EVT001010,New Product Teaser 2023-09,2023-09-07,Email_Promo,CAM01010,1871.3,340.98
EVT001581,CRM Winback 2023-09,2023-09-08,Email_Promo,CAM01581,927.15,134.52
EVT001896,FB Carousel Promo 2023-09,2023-09-08,FB_IG_Campaign,CAM01896,1204.84,956.7
EVT000047,Lazada Flash Sale 2023-09,2023-09-09,Lazada_Ads_Campaign,CAM00047,9676.58,2149.29
EVT001060,Shopee Payday Sale 2023-09,2023-09-09,Shopee_Ads_Campaign,CAM01060,10382.92,1919.94
EVT002137,VIP Loyalty Drop 2023-09,2023-09-10,Email_Promo,CAM02137,1779.53,277.05
EVT001136,FB Carousel Promo 2023-09,2023-09-10,FB_IG_Campaign,CAM01136,646.18,668.64
EVT001875,Lazada Brand Mega 2023-09,2023-09-10,Lazada_Ads_Campaign,CAM01875,5706.92,990.33
EVT000321,FBIG Awareness Burst 2023-09,2023-09-10,FB_IG_Campaign,CAM00321,824.78,643.26
EVT001342,FBIG Awareness Burst 2023-09,2023-09-11,FB_IG_Campaign,CAM01342,1589.96,1242.25
EVT001282,Shopee Voucher Blast 2023-09,2023-09-11,Shopee_Ads_Campaign,CAM01282,4565.65,1506.22
EVT001676,Shopee Voucher Blast 2023-09,2023-09-13,Shopee_Ads_Campaign,CAM01676,4481.9,1011.67
EVT000631,IG Story Promo 2023-09,2023-09-14,FB_IG_Campaign,CAM00631,1466.22,1433.77
EVT000902,FB Carousel Promo 2023-09,2023-09-14,FB_IG_Campaign,CAM00902,1062.25,1133.76
EVT000043,Lazada Brand Mega 2023-09,2023-09-15,Lazada_Ads_Campaign,CAM00043,6556.43,1590.99
EVT001755,Lazada Flash Sale 2023-09,2023-09-16,Lazada_Ads_Campaign,CAM01755,2842.08,600.49
EVT001033,Shopee Payday Sale 2023-09,2023-09-16,Shopee_Ads_Campaign,CAM01033,5711.97,1266.66
EVT001575,Shopee Payday Sale 2023-09,2023-09-16,Shopee_Ads_Campaign,CAM01575,9795.58,1870.79
EVT001091,Lazada Flash Sale 2023-09,2023-09-17,Lazada_Ads_Campaign,CAM01091,3266.18,646.3
EVT000261,Shopee Voucher Blast 2023-09,2023-09-17,Shopee_Ads_Campaign,CAM00261,3673.45,1164.6
EVT001173,VIP Loyalty Drop 2023-09,2023-09-17,Email_Promo,CAM01173,1217.74,165.91
EVT000583,Google Search Prospecting 2023-09,2023-09-18,Google_Ads_Campaign,CAM00583,4757.58,1586.62
EVT000202,Shopee Payday Sale 2023-09,2023-09-18,Shopee_Ads_Campaign,CAM00202,6111.92,1445.78
EVT001688,New Product Teaser 2023-09,2023-09-18,Email_Promo,CAM01688,1963.32,319.27
EVT000231,Lazada Flash Sale 2023-09,2023-09-18,Lazada_Ads_Campaign,CAM00231,6125.12,1229.98
EVT000293,FBIG Awareness Burst 2023-09,2023-09-19,FB_IG_Campaign,CAM00293,522.75,423.94
EVT000824,CRM Winback 2023-09,2023-09-19,Email_Promo,CAM00824,1367.6,267.63
EVT000677,Google Search Prospecting 2023-09,2023-09-19,Google_Ads_Campaign,CAM00677,3899.48,1647.69
EVT002165,Lazada Flash Sale 2023-09,2023-09-20,Lazada_Ads_Campaign,CAM02165,8713.28,2139.13
EVT000783,FB Carousel Promo 2023-09,2023-09-20,FB_IG_Campaign,CAM00783,946.45,1015.49
EVT002200,Shopee Voucher Blast 2023-09,2023-09-20,Shopee_Ads_Campaign,CAM02200,2092.11,443.84
EVT000247,Shopee Daily Deals 2023-09,2023-09-20,Shopee_Ads_Campaign,CAM00247,6275.88,1281.68
EVT000556,Shopee Payday Sale 2023-09,2023-09-21,Shopee_Ads_Campaign,CAM00556,10108.78,2122.55
EVT001306,CRM Winback 2023-09,2023-09-21,Email_Promo,CAM01306,788.52,154.55
EVT001052,Google Brand Campaign 2023-09,2023-09-21,Google_Ads_Campaign,CAM01052,2392.3,772.05
EVT001273,Lazada Payday Deals 2023-09,2023-09-22,Lazada_Ads_Campaign,CAM01273,9889.95,1690.08
EVT000672,Lazada Brand Mega 2023-09,2023-09-22,Lazada_Ads_Campaign,CAM00672,11948.53,2123.85
EVT001120,Lazada Payday Deals 2023-09,2023-09-22,Lazada_Ads_Campaign,CAM01120,8746.04,1747.89
EVT001176,Shopee Daily Deals 2023-09,2023-09-23,Shopee_Ads_Campaign,CAM01176,4762.17,1219.41
EVT001640,FB Carousel Promo 2023-09,2023-09-23,FB_IG_Campaign,CAM01640,1159.66,1090.61
EVT001638,Google Shopping Promo 2023-09,2023-09-23,Google_Ads_Campaign,CAM01638,4640.0,1372.83
EVT001271,IG Story Promo 2023-09,2023-09-24,FB_IG_Campaign,CAM01271,1683.28,1478.68
EVT001056,Google Shopping Promo 2023-09,2023-09-24,Google_Ads_Campaign,CAM01056,3784.64,1797.02
EVT001743,Lazada Payday Deals 2023-09,2023-09-25,Lazada_Ads_Campaign,CAM01743,6205.33,1649.63
EVT001788,Lazada Payday Deals 2023-09,2023-09-25,Lazada_Ads_Campaign,CAM01788,2836.93,883.89
EVT001017,VIP Loyalty Drop 2023-09,2023-09-25,Email_Promo,CAM01017,512.19,111.22
EVT001550,Lazada Flash Sale 2023-09,2023-09-25,Lazada_Ads_Campaign,CAM01550,7084.87,1447.25
EVT001670,IG Story Promo 2023-09,2023-09-25,FB_IG_Campaign,CAM01670,342.99,344.22
EVT001569,Shopee Voucher Blast 2023-09,2023-09-26,Shopee_Ads_Campaign,CAM01569,1899.46,595.69
EVT001201,Lazada Brand Mega 2023-09,2023-09-26,Lazada_Ads_Campaign,CAM01201,9168.28,2050.52
EVT000174,New Product Teaser 2023-09,2023-09-28,Email_Promo,CAM00174,391.49,67.0
EVT001829,Shopee Payday Sale 2023-09,2023-09-28,Shopee_Ads_Campaign,CAM01829,2848.92,751.52
EVT001179,Lazada Flash Sale 2023-09,2023-09-29,Lazada_Ads_Campaign,CAM01179,8412.02,1526.23
EVT001333,Google Search Prospecting 2023-09,2023-09-30,Google_Ads_Campaign,CAM01333,4781.08,1634.81
EVT001383,Lazada Flash Sale 2023-09,2023-09-30,Lazada_Ads_Campaign,CAM01383,4694.21,1276.09
EVT000248,IG Story Promo 2023-10,2023-10-01,FB_IG_Campaign,CAM00248,1760.67,1395.21
EVT000085,Lazada Brand Mega 2023-10,2023-10-01,Lazada_Ads_Campaign,CAM00085,6756.3,1772.56
EVT000431,Google Shopping Promo 2023-10,2023-10-01,Google_Ads_Campaign,CAM00431,1793.65,754.45
EVT000624,Google Brand Campaign 2023-10,2023-10-01,Google_Ads_Campaign,CAM00624,3355.69,1420.07
EVT001580,FB Carousel Promo 2023-10,2023-10-01,FB_IG_Campaign,CAM01580,769.49,612.62
EVT001435,Lazada Flash Sale 2023-10,2023-10-02,Lazada_Ads_Campaign,CAM01435,9809.11,1695.44
EVT001908,FB Carousel Promo 2023-10,2023-10-02,FB_IG_Campaign,CAM01908,866.29,806.32
EVT000962,FB Carousel Promo 2023-10,2023-10-02,FB_IG_Campaign,CAM00962,694.95,562.09
EVT000859,Shopee Payday Sale 2023-10,2023-10-04,Shopee_Ads_Campaign,CAM00859,8934.04,1535.16
EVT000701,Shopee Daily Deals 2023-10,2023-10-04,Shopee_Ads_Campaign,CAM00701,5687.07,1495.85
EVT000785,Shopee Voucher Blast 2023-10,2023-10-04,Shopee_Ads_Campaign,CAM00785,7019.46,1761.78
EVT001621,FBIG Awareness Burst 2023-10,2023-10-04,FB_IG_Campaign,CAM01621,1583.14,1449.5
EVT001787,Google Brand Campaign 2023-10,2023-10-05,Google_Ads_Campaign,CAM01787,6747.84,1937.52
EVT000487,Google Brand Campaign 2023-10,2023-10-06,Google_Ads_Campaign,CAM00487,1393.17,679.46
EVT000744,FBIG Awareness Burst 2023-10,2023-10-06,FB_IG_Campaign,CAM00744,622.2,526.53
EVT001057,Shopee Daily Deals 2023-10,2023-10-07,Shopee_Ads_Campaign,CAM01057,2624.49,716.53
EVT001406,Shopee Voucher Blast 2023-10,2023-10-08,Shopee_Ads_Campaign,CAM01406,9938.27,2004.84
EVT001397,FB Carousel Promo 2023-10,2023-10-08,FB_IG_Campaign,CAM01397,628.59,681.41
EVT000612,Lazada Flash Sale 2023-10,2023-10-08,Lazada_Ads_Campaign,CAM00612,6701.46,1936.57
EVT001949,Shopee Daily Deals 2023-10,2023-10-09,Shopee_Ads_Campaign,CAM01949,8109.11,1742.68
EVT000153,Lazada Payday Deals 2023-10,2023-10-09,Lazada_Ads_Campaign,CAM00153,11113.29,1853.38
EVT000897,Shopee Voucher Blast 2023-10,2023-10-09,Shopee_Ads_Campaign,CAM00897,4249.94,1295.85
EVT000856,Google Shopping Promo 2023-10,2023-10-10,Google_Ads_Campaign,CAM00856,4072.73,1056.29
EVT001261,Lazada Flash Sale 2023-10,2023-10-10,Lazada_Ads_Campaign,CAM01261,5389.18,1333.87
EVT001157,Shopee Daily Deals 2023-10,2023-10-10,Shopee_Ads_Campaign,CAM01157,7800.26,1310.32
EVT000809,Shopee Payday Sale 2023-10,2023-10-11,Shopee_Ads_Campaign,CAM00809,5000.3,926.44
EVT000903,IG Story Promo 2023-10,2023-10-11,FB_IG_Campaign,CAM00903,789.03,897.56
EVT002038,Google Search Prospecting 2023-10,2023-10-11,Google_Ads_Campaign,CAM02038,5034.95,1439.6
EVT000981,New Product Teaser 2023-10,2023-10-11,Email_Promo,CAM00981,1639.61,269.61
EVT002033,CRM Winback 2023-10,2023-10-11,Email_Promo,CAM02033,751.92,133.62
EVT000740,Lazada Brand Mega 2023-10,2023-10-12,Lazada_Ads_Campaign,CAM00740,8760.16,1982.96
EVT002192,Lazada Brand Mega 2023-10,2023-10-12,Lazada_Ads_Campaign,CAM02192,6302.42,1373.7
EVT000297,Google Search Prospecting 2023-10,2023-10-12,Google_Ads_Campaign,CAM00297,1607.49,689.28
EVT000515,Shopee Payday Sale 2023-10,2023-10-12,Shopee_Ads_Campaign,CAM00515,7401.83,1789.35
EVT000395,Lazada Flash Sale 2023-10,2023-10-14,Lazada_Ads_Campaign,CAM00395,1908.69,455.61
EVT002158,VIP Loyalty Drop 2023-10,2023-10-14,Email_Promo,CAM02158,992.08,137.71
EVT001578,Shopee Payday Sale 2023-10,2023-10-15,Shopee_Ads_Campaign,CAM01578,4326.96,904.52
EVT001389,Lazada Flash Sale 2023-10,2023-10-15,Lazada_Ads_Campaign,CAM01389,1739.83,519.44
EVT001266,FB Carousel Promo 2023-10,2023-10-16,FB_IG_Campaign,CAM01266,1356.65,1094.51
EVT001250,Google Shopping Promo 2023-10,2023-10-16,Google_Ads_Campaign,CAM01250,8674.21,2267.67
EVT000760,Shopee Payday Sale 2023-10,2023-10-17,Shopee_Ads_Campaign,CAM00760,7713.82,1989.63
EVT000636,IG Story Promo 2023-10,2023-10-17,FB_IG_Campaign,CAM00636,1292.37,1130.26
EVT000597,Lazada Brand Mega 2023-10,2023-10-17,Lazada_Ads_Campaign,CAM00597,8395.73,1874.67
EVT001716,Shopee Voucher Blast 2023-10,2023-10-18,Shopee_Ads_Campaign,CAM01716,2498.91,700.37
EVT001242,Shopee Daily Deals 2023-10,2023-10-18,Shopee_Ads_Campaign,CAM01242,3627.34,1202.08
EVT001705,Shopee Payday Sale 2023-10,2023-10-19,Shopee_Ads_Campaign,CAM01705,5007.55,1097.15
EVT000750,Lazada Brand Mega 2023-10,2023-10-19,Lazada_Ads_Campaign,CAM00750,6453.63,1442.25
EVT000006,CRM Winback 2023-10,2023-10-20,Email_Promo,CAM00006,2579.3,362.59
EVT000719,IG Story Promo 2023-10,2023-10-20,FB_IG_Campaign,CAM00719,505.51,523.37
EVT000634,Shopee Daily Deals 2023-10,2023-10-20,Shopee_Ads_Campaign,CAM00634,5008.57,1325.29
EVT000733,FBIG Awareness Burst 2023-10,2023-10-20,FB_IG_Campaign,CAM00733,614.62,636.71
EVT000975,Shopee Payday Sale 2023-10,2023-10-21,Shopee_Ads_Campaign,CAM00975,3604.84,633.56
EVT001853,Google Brand Campaign 2023-10,2023-10-22,Google_Ads_Campaign,CAM01853,6103.83,1897.03
EVT001639,FBIG Awareness Burst 2023-10,2023-10-22,FB_IG_Campaign,CAM01639,728.75,783.35
EVT001588,FB Carousel Promo 2023-10,2023-10-22,FB_IG_Campaign,CAM01588,989.68,991.67
EVT001697,IG Story Promo 2023-10,2023-10-23,FB_IG_Campaign,CAM01697,1735.57,1399.62
EVT001156,Google Brand Campaign 2023-10,2023-10-23,Google_Ads_Campaign,CAM01156,3899.41,1506.35
